ITEM,AIN,MIN BID,IMP,NSB#,LEGAL DESCRIPTION,LOCATION,PROPERTY ADDRESS,clean_address,Latitude,Longitude
2346,3272-036-101,"$2,224",,525,TR=890 LOT 12,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
2347,3272-036-108,"$2,217",,525,TR=890 LOT 63 BLK 7,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
2449,3338-011-005,"$6,094",,522,*TR=PARCEL MAP AS PER BK 50 P 76 OF PM LOT 1,COUNTY OF LOS ANGELES,VAC/COR AVE M8/246 STE BUTTE VALLEY 93535 0000,VAC/COR AVE M8/246 STE BUTTE VALLEY 93535,,
2450,3338-016-003,"$11,904",,522,S 1/2 OF NW 1/4 OF NW 1/4 OF SEC 10 T 6N R 8W,COUNTY OF LOS ANGELES,"VAC/VIC 230 STE/AVE N4 BLACK BUTTE CA 93591
0000",VAC/VIC 230 STE/AVE N4 BLACK BUTTE CA 93591,,
2470,3346-027-015,"$3,208",,522,"E 1/2 OF W 1/2 OF SE 1/4 OF SW 1/4 OF SW 1/4 (EX OF ST) AND W 1/2 OF E 1/2 OF SE
1/4 OF SW 1/4 OF SW 1/4 (EX OF ST) OF SEC 9 T 6N R 8W",COUNTY OF LOS ANGELES,"VAC/AVE 0(DRT)/VIC 220 STE BLACK BUTTE CA 93591
0000",VAC/AVE 0(DRT)/VIC 220 STE BLACK BUTTE CA 93591,,
2532,3378-017-032,"$3,299",,522,RECORD OF SURVEY AS PER BK 76 PG 35-37 OF R S EX OF ST LOT 64,CITY-PALMDALE,VAC/COR 100 STE/AVE L4 ROOSEVELT CA 93535 0000,VAC/COR 100 STE/AVE L4 ROOSEVELT CA 93535,,
2533,3378-018-001,"$7,251",,522,RECORD OF SURVEY AS PER BK 76 PG 35-37 OF R S EX OF ST LOT 65,CITY-PALMDALE,VAC/COR 100 STE/AVE L4 ROOSEVELT CA 93535 0000,VAC/COR 100 STE/AVE L4 ROOSEVELT CA 93535,,
2534,3378-025-005,"$2,450",,522,E 1/2 OF NE 1/4 OF NE 1/4 OF NW 1/4 OF NE 1/4 (EX OF ST) OF SEC 31 T 7N R 10W,CITY-PALMDALE,VAC/AVE L/VIC 85 STE ROOSEVELT CA 93535 0000,VAC/AVE L/VIC 85 STE ROOSEVELT CA 93535,,
2535,3380-004-013,"$4,266",,522,RECORD OF SURVEY AS PER BK 71 PG 44 TO 47 OF R S LOT 13,CITY-PALMDALE,"VAC/97 STE(DRT)/VIC AVE M2 ALPINE BUTTE C 93591
0000",VAC/97 STE(DRT)/VIC AVE M2 ALPINE BUTTE C 93591,,
2536,3380-011-005,"$3,047",,522,RECORD OF SURVEY AS PER BK 75 PG 37 OF R S LOT 3,CITY-PALMDALE,"VAC/COR AVE M(DRT)/107 STE ALPINE BUTTE C
93591 0000",VAC/COR AVE M(DRT)/107 STE ALPINE BUTTE C 93591,,
2543,3386-018-013,"$3,068",,522,JOHN BROWN COLONY SEC 36 T 7N R 11W LOT 51,CITY-PALMDALE,"VAC/AVE L8 (DRT)/VIC 72ND ST E ROOSEVELT CA
93535 0000",VAC/AVE L8 (DRT)/VIC 72ND ST E ROOSEVELT CA 93535,,
2544,3386-022-028,"$2,160",,522,*TR=JOHN BROWN COLONY SEC 36 T 7N R 11W *N 1/2 OF N 1/2 OF LOT 108,CITY-PALMDALE,"VAC/AVE L12/VIC 75TH STW PALMDALE CA 93552
0000",VAC/AVE L12/VIC 75TH STW PALMDALE CA 93552,,
2545,3386-023-003,"$9,458",,522,S 1/2 OF N 1/2 OF NW 1/4 OF NE 1/4 OF SEC 35 T 7N R 11W,CITY-PALMDALE,"VAC/VIC 65TH STE/AVE L2 ROOSEVELT CA 93532
0000",VAC/VIC 65TH STE/AVE L2 ROOSEVELT CA 93532,,
2546,3386-025-027,"$4,438",,522,NE 1/4 OF SW 1/4 OF NW 1/4 OF SE 1/4 OF SEC 35 T 7N R 11W,CITY-PALMDALE,"VAC/VIC 65TH ST E/AVE L10 ROOSEVELT CA 93532
0000",VAC/VIC 65TH ST E/AVE L10 ROOSEVELT CA 93532,,
2547,3386-028-009,"$35,006",,522,SE 1/4 OF SW 1/4 OF SEC 34 T 7N R 11W,CITY-PALMDALE,"VAC/AVE M (DRT)/VIC 55TH ST E ROOSEVELT CA
93532 0000",VAC/AVE M (DRT)/VIC 55TH ST E ROOSEVELT CA 93532,,
2548,3386-028-017,"$45,730",,522,S 1/2 OF NE 1/4 OF NE 1/4 EX OF ST OF SEC 34 T7N R11W,CITY-PALMDALE,"VAC/60TH ST E (DRT)/VIC AVE L4 ROOSEVELT CA
93532 0000",VAC/60TH ST E (DRT)/VIC AVE L4 ROOSEVELT CA 93532,,
2552,4007-028-013,"$15,418",Y,500,TRACT NO 6543 LOT 3 BLK 2,CITY-LOS ANGELES,6519 4TH AVE LOS ANGELES CA 90043 4505,6519 4TH AVE LOS ANGELES CA 90043,33.9810367,-118.3218688
2553,4009-002-007,"$28,044",Y,514,TRACT # 1924 EX OF ST LOT 5 BLK 2,CITY-LOS ANGELES,"2422 W FLORENCE AVE LOS ANGELES CA 90043
5105",2422 W FLORENCE AVE LOS ANGELES CA 90043,,
2554,4010-026-014,"$57,267",Y,514,TRACT # 10160 LOT 37,CITY EMP PENSION,8002 S 2ND AVE INGLEWOOD CA 90305 1503,8002 S 2ND AVE INGLEWOOD CA 90305,33.9662473,-118.3187065
2555,4014-004-018,"$78,392",Y,514,TRACT # 7250 LOT 174,CITY EMP PENSION,336 E FAIRVIEW BLVD INGLEWOOD CA 90302 1328,336 E FAIRVIEW BLVD INGLEWOOD CA 90302,,
2557,4015-011-024,"$37,687",Y,514,TR=50965 LOT 1 CONDO UNIT 2,CITY EMP PENSION,326 E HAZEL ST 2 INGLEWOOD CA 90302 4670,326 E HAZEL ST 2 INGLEWOOD CA 90302,,
2560,4019-012-017,"$2,526",Y,514,TRACT # 9831 LOT 43,COUNTY OF LOS ANGELES,4545 ORCHID DR LOS ANGELES CA 90043 3320,4545 ORCHID DR LOS ANGELES CA 90043,33.9880747,-118.3563662
2561,4022-022-046,"$5,522",Y,514,TR=298 LOT 8 AND POR9 UNIT 23 (AIRSPACE AND 1/25 INT IN COMMON AREA),CITY EMP PENSION,"221 W BUCKTHORN ST NO 23 INGLEWOOD CA 90301
7833",221 W BUCKTHORN ST NO 23 INGLEWOOD CA 90301,,
2562,4026-022-008,"$40,322",Y,514,TRACT NO 532O LOT 18 BLK 14,CITY EMP PENSION,9222 S 7TH AVE INGLEWOOD CA 90305 2728,9222 S 7TH AVE INGLEWOOD CA 90305,,
2563,4027-030-007,"$91,235",Y,514,TRACT NO 135O6 LOT 31,CITY EMP PENSION,2737 W 95TH ST INGLEWOOD CA 90305 3018,2737 W 95TH ST INGLEWOOD CA 90305,33.9502314,-118.3645658
2565,4031-011-019,"$24,462",Y,514,TRACT # 1631 E 70 FT OF LOT 405,CITY EMP PENSION,3224 W 110TH ST INGLEWOOD CA 90303 2310,3224 W 110TH ST INGLEWOOD CA 90303,33.935735,-118.329254
2566,4032-010-005,"$15,188",Y,514,TRACT # 2464 W 42 FT OF LOT 17 BLK 1,CITY EMP PENSION,3830 W 104TH ST INGLEWOOD CA 90303 1809,3830 W 104TH ST INGLEWOOD CA 90303,33.9417371,-118.3408516
2569,4041-012-026,"$16,128",Y,514,TR=7706*(EX OF ST) LOTS 4 AND LOT 5,CITY HAWTHORNE,"4585 W EL SEGUNDO BLVD HAWTHORNE CA 90250
4350",4585 W EL SEGUNDO BLVD HAWTHORNE CA 90250,,
2570,4042-012-026,"$21,245",Y,514,INGLEDALE ACRES E 40 FT OF W 80 FT OF LOT 309,CITY-HAWTHORNE,4666 W 133RD ST HAWTHORNE CA 90250 5706,4666 W 133RD ST HAWTHORNE CA 90250,33.9116486,-118.3584668
2572,4053-025-029,"$35,893",Y,514,TRACT # 12256 LOT 184,COUNTY OF LOS ANGELES,3501 W 135TH ST HAWTHORNE CA 90250 6336,3501 W 135TH ST HAWTHORNE CA 90250,33.9092851,-118.3333133
2575,4059-005-031,"$9,228",Y,556,TRACT # 22243 LOT 198,CITY-GARDENA,13713 ARCTURUS AVE GARDENA CA 90249 2314,13713 ARCTURUS AVE GARDENA CA 90249,33.907266,-118.321534
2576,4059-019-028,"$38,143",Y,556,TRACT # 23780 LOT 51,CITY-GARDENA,2815 W ROSECRANS AVE GARDENA CA 90249 2780,2815 W ROSECRANS AVE GARDENA CA 90249,33.9020209,-118.3241271
2577,4060-008-029,"$16,409",Y,556,TRACT # 16676 LOT 122,CITY-GARDENA,2911 W 134TH ST GARDENA CA 90249 1520,2911 W 134TH ST GARDENA CA 90249,33.9106389,-118.3240234
2578,4061-003-010,"$41,581",Y,556,TRACT # 20420 LOT 58,CITY-GARDENA,13016 HAAS AVE GARDENA CA 90249 1713,13016 HAAS AVE GARDENA CA 90249,33.9143027,-118.316574
2579,4071-009-086,"$13,322",Y,556,PM 213-13 LOT 1 CONDOMINIUM UNIT 3,CITY-HAWTHORNE,14612 YUKON AVE NO 3 HAWTHORNE CA 90250 9088,14612 YUKON AVE NO 3 HAWTHORNE CA 90250,,
2580,4072-014-026,"$15,436",Y,514,TRACT # 17639 LOT 325,CITY-HAWTHORNE,3945 W 149TH ST HAWTHORNE CA 90250 8305,3945 W 149TH ST HAWTHORNE CA 90250,33.896245,-118.3428374
2582,4074-019-029,"$96,531",Y,514,TRACT # 6286 LOT 408,CITY-LAWNDALE EC,4045 W 166TH ST LAWNDALE CA 90260 3026,4045 W 166TH ST LAWNDALE CA 90260,,
2584,4093-027-031,"$3,756",,514,"MCDONALD TRACT SAN PEDRO RANCHO LOT COM AT SW COR OF LOT 25 TR #
16326 TH S 0¢ 02'06"" W 14.81 FT WITH A UNIFORM DEPTH OF 100 FT N 89¢59'12"" E
PART OF LOT 59",CITY-TORRANCE,VACANT LOT,VACANT LOT,,
2585,4112-029-019,"$18,167",Y,514,TRACT NO 13639 LOT 38,CITY-LOS ANGELES,6666 W 85TH PL LOS ANGELES CA 90045 2893,6666 W 85TH PL LOS ANGELES CA 90045,33.9601627,-118.4066807
2586,4116-018-010,"$237,288",Y,534,TRACT NO 8557 LOT 10 BLK 26,CITY-LOS ANGELES,7214 RINDGE AVE LOS ANGELES CA 90293 8061,7214 RINDGE AVE LOS ANGELES CA 90293,33.9554134,-118.4460761
2587,4119-001-089,"$2,585",Y,534,*TR=33701 LOT 1 CONDOMINIUM*UNIT 78,CITY-LOS ANGELES,"8640 GULANA AVE NO J2001 LOS ANGELES CA 90293
8371",8640 GULANA AVE NO J2001 LOS ANGELES CA 90293,,
2588,4125-026-009,"$268,560",Y,514,TRACT NO 13375 LOT 2,CITY-LOS ANGELES,9830 BELLANCA AVE LOS ANGELES CA 90045 5608,9830 BELLANCA AVE LOS ANGELES CA 90045,33.9469913,-118.379871
2590,4135-012-015,"$53,036",Y,585,EL SEGUNDO LOT 18 BLK 25,CITY-EL SEGUNDO,221 ARENA ST EL SEGUNDO CA 90245 3806,221 ARENA ST EL SEGUNDO CA 90245,,
2591,4138-028-016,"$62,061",Y,585,"TR=52427 THAT POR LYING N EX OF ALLEY S 1.90 FT MEASURED ON W LINE OF LOT
2",CITY-EL SEGUNDO,555 N NASH ST EL SEGUNDO CA 90245 2818,555 N NASH ST EL SEGUNDO CA 90245,,
2592,4138-029-005,"$2,467",,585,TR=1314 FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 2,CITY-EL SEGUNDO,VACANT LOT,VACANT LOT,,
2593,4138-029-006,"$65,439",,585,"POR VAC ST, POR TR=3303, POR LOT 18 EL PORTO, POR TR=2356, POR SEC 14 T3S
R15W",CITY-EL SEGUNDO,VACANT LOT,VACANT LOT,,
2594,4149-001-096,"$9,833",Y,514,*TR=PARCEL MAP AS PER BK 83 PG 74 OF P M LOT 1,CITY HAWTHORNE,14333 INGLEWOOD AVE HAWTHORNE CA 90250 6714,14333 INGLEWOOD AVE HAWTHORNE CA 90250,33.901538,-118.361358
2595,4156-001-002,"$98,148",Y,585,REDONDO VILLA TRACT EX OF ST LOT 4 BLK 7,CITY-REDONDO BCH,2116 ARTESIA BLVD REDONDO BEACH 90278 3014,2116 ARTESIA BLVD REDONDO BEACH 90278,33.8726325,-118.3733469
2596,4165-004-025,"$43,110",Y,585,TRACT NO 141 EX OF ST LOT 25 BLK 43,CITY-MANHATTAN B,1557 21ST ST MANHATTAN BEAC 90266 4038,1557 21ST ST MANHATTAN BEAC 90266,,
2597,4171-002-010,"$3,498",Y,585,"TRACT # 2333 LOT COM AT MOST N COR OF LOT 7 TH S 53¢06' W 41.28 FT TH S
22¢36' E 87.43 FT TH N 67¢24' E TO A PT S 36¢ 54' E FROM BEG TH N 36¢54' W TO
BEG PART OF LOTS 7 AND LOT 8",CITY-MANHATTAN B,1960 N ARDMORE AVE MANHATTAN BEAC 90266 2524,1960 N ARDMORE AVE MANHATTAN BEAC 90266,,
2599,4188-002-039,"$528,813",Y,585,HERMOSA BEACH LOT 17 BLK 1,CITY-HERMOSA BCH,66 THE STRAND HERMOSA BEACH 90254 5042,66 THE STRAND HERMOSA BEACH 90254,33.8534011,-118.3982224
2600,4201-011-001,"$46,177",Y,536,TRACT # 16705 LOT 136,COUNTY OF LOS ANGELES,5304 W 57TH ST LOS ANGELES CA 90056 1339,5304 W 57TH ST LOS ANGELES CA 90056,33.9889593,-118.3733768
2603,4205-026-001,"$28,322",,516,"SUB OF THE SOUTHERN POR OF THE RANCHO RINCON DE LOS BUEYES LOT COM
AT INTERSECTION OF NE LINE OF LOT 10 WITH E LINE OF BALLONA CREEK PER
FM11124-3 TH NW ON SD NE LINE TO A LINE PARALLEL WITH AND DIST W AT R/A
100 FT FROM SD E LINE TH S PARALLEL AND CONCENTRIC WITH SD E LINE TO NE
LINE OF HIGUERA ST TH SE THEREON TO SE LINE OF SD LOT TH NE ON SD SE LINE
TO SD E LINE TH N THEREON TO BEG PART OF LOT 10",CITY-CULVER CITY,VACANT LOT,VACANT LOT,,
2606,4211-031-055,"$160,415",Y,516,"TR=49104-01 LOTS 16 THRU 20 CONDO UNIT 413A (AIRSPACE AND 1/86 INT IN
C/AREA)",CITY-LOS ANGELES,13031 VILLOSA PL 440 PLAYA VISTA CA 90094 6504,13031 VILLOSA PL 440 PLAYA VISTA CA 90094,,
2609,4224-024-032,"$12,527",Y,534,TRACT NO 28365 LOT 13 CONDOMINIUM UNIT 32,CITY-LOS ANGELES,"4716 LA VILLA MARINA UNIT 032 LOS ANGELES CA
90292 7023",4716 LA VILLA MARINA UNIT 032 LOS ANGELES CA 90292,,
2613,4239-029-001,"$411,772",Y,534,OCEAN PARK VILLA TRACT # 2 LOT 1 BLK O,CITY-LOS ANGELES,717 CALIFORNIA AVE LOS ANGELES CA 90291 3441,717 CALIFORNIA AVE LOS ANGELES CA 90291,,
2615,4254-016-016,"$109,174",Y,547,TRACT # 11785 LOT 17,CITY-LOS ANGELES,3279 MIDVALE AVE LOS ANGELES CA 90034 4412,3279 MIDVALE AVE LOS ANGELES CA 90034,34.0261308,-118.4180158
2616,4263-039-010,"$38,530",Y,547,TRACT # 10154 LOT 60,CITY-LOS ANGELES,1562 WELLESLEY AVE LOS ANGELES CA 90025 3630,1562 WELLESLEY AVE LOS ANGELES CA 90025,34.0379925,-118.4634492
2617,4263-039-072,"$34,591",Y,547,TR=46830 LOT 1 CONDOMINIUM UNIT 301,CITY-LOS ANGELES,"12211 IDAHO AVE NO 301 LOS ANGELES CA 90025
3681",12211 IDAHO AVE NO 301 LOS ANGELES CA 90025,,
2620,4277-013-041,"$108,917",Y,534,TRACT NO 31606 CONDOMINIUM UNIT 2,CITY-SANTA MONIC,933 21ST ST APT 0002 SANTA MONICA C 90403 3422,933 21ST ST APT 0002 SANTA MONICA C 90403,,
2623,4284-001-043,"$49,570",Y,534,TR=51594 LOT 1 CONDO UNIT 2,CITY SANTA MONIC,827 BAY ST 2 SANTA MONICA C 90405 1342,827 BAY ST 2 SANTA MONICA C 90405,,
2624,4286-003-001,"$499,105",Y,534,ROSEMONT TERRACE LOT 1,CITY-LOS ANGELES,202 MAIN ST LOS ANGELES CA 90291 2591,202 MAIN ST LOS ANGELES CA 90291,,
2629,4314-001-054,"$25,230",Y,547,TR=3847 EX OF ST LOT 17 AND ALL OF LOTS 18 THRU 20,CITY-LOS ANGELES,10623 VENICE BLVD LOS ANGELES CA 90034 6308,10623 VENICE BLVD LOS ANGELES CA 90034,34.0193491,-118.4069327
2630,4319-004-146,"$23,896",Y,512,TR=63701 LOT 4,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2631,4319-017-106,"$632,129",Y,512,TR=63701 LOT 2 CONDO UNIT 24C (AIRSPACE AND 1/141 INT IN COMMON AREA),CITY-LOS ANGELES,1 CENTURY DR NO 24C LOS ANGELES CA 90067 0000,1 CENTURY DR NO 24C LOS ANGELES CA 90067,,
2632,4324-038-130,"$31,524",Y,547,TR=50520 LOT 1 CONDO UNIT 348,CITY-LOS ANGELES,"1440 VETERAN AVE NO 348 LOS ANGELES CA 90024
4853",1440 VETERAN AVE NO 348 LOS ANGELES CA 90024,,
2633,4328-006-059,"$13,554",Y,512,TR=41317 LOT 1 CONDOMINIUM*UNIT 11,CITY-BEV HILLS,268 S LASKY DR NO 302 BEVERLY HILLS 90212 3675,268 S LASKY DR NO 302 BEVERLY HILLS 90212,,
2634,4329-003-171,"$34,365",Y,539,TRACT NO 26242 CONDOMINIUM UNIT 329,CITY-LOS ANGELES,"2220 AVENUE OF THE STARS APT 117 LOS ANGELES
CA 90067 5656",2220 AVENUE OF THE STARS APT 117 LOS ANGELES CA 90067,,
2635,4333-011-025,"$2,341,188",Y,512,"TRACT NO 8439 LOTS 121, 122 AND (EX OF STS) LOT 123",CITY-LOS ANGELES,8755 W OLYMPIC BLVD LOS ANGELES CA 90035 1912,8755 W OLYMPIC BLVD LOS ANGELES CA 90035,34.0594508,-118.3826585
2636,4335-028-079,"$284,393",Y,512,TRACT # 4579 LOT 24 BLK 18,CITY-BEV HILLS,109 N DOHENY DR BEVERLY HILLS 90211 1810,109 N DOHENY DR BEVERLY HILLS 90211,34.0678433,-118.3897963
2640,4356-005-016,"$700,312",Y,512,TRACT # 17875 LOT 19,CITY-LOS ANGELES,9935 KIP DR LOS ANGELES CA 90210 2014,9935 KIP DR LOS ANGELES CA 90210,34.1016313,-118.4335994
2641,4356-026-013,"$227,830",Y,512,"TRACT # 6073 LOT COM AT SW COR OF LOT 14 TH SE ON SW LINE OF SD LOT
117.50 FT TH N 7¢24'17"" E 163.40 FT TH N 86¢20' W 83.16 FT TH N 10¢02'50"" E 102 FT
TH N 85¢57'40"" W 41.68 FT TH N 4¢02'20"" E 250 FT TO NE LINE OF SD LOT TH NW
THEREON TO W LINE OF SD LOT TH S THEREON TO BEG PART OF LOT 14",CITY-LOS ANGELES,"9926 BEVERLY GROVE DR LOS ANGELES CA 90210
2121",9926 BEVERLY GROVE DR LOS ANGELES CA 90210,,
2642,4357-015-022,"$113,890",Y,512,"TRACT # 6774 LOT COM NW ON NE LINE OF LOT 15,166.55 FT FROM MOST E COR OF
SD LOT TH S 39¢36'12"" W 101.49 FT TH S 17¢ 43'40"" W TO SW LINE OF SD LOT TH
NW THEREON 51 FT TH N 17¢43'40"" E 87 FT TH S 65¢04'03"" E 43.77 FT TH N 39¢36'12""
E TO SD NE LINE TH SE THEREON TO BEG PART OF LOT 15",CITY-LOS ANGELES,10100 CIELO DR LOS ANGELES CA 90210 2037,10100 CIELO DR LOS ANGELES CA 90210,34.0947879,-118.4326913
2643,4359-016-039,"$122,382",Y,512,TR=8422 WILSHIRE TERRACE COOP APT 2F,CITY-LOS ANGELES,"10375 WILSHIRE BLVD NO 2F LOS ANGELES CA
90024 4713",10375 WILSHIRE BLVD NO 2F LOS ANGELES CA 90024,,
2645,4371-016-009,"$9,310",,512,TRACT NO 1788 LOTS 22 AND LOT 23 BLK 167,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2646,4371-016-014,"$3,575",,512,TRACT # 1788 LOT 30 BLK 167,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2647,4371-016-029,"$3,147",,512,TRACT NO 1788 LOTS 56 AND LOT 57 BLK 167,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2648,4371-019-017,"$2,320",,512,TRACT # 1788 LOT 87 BLK 174,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2649,4371-019-021,"$10,867",,512,TRACT # 1788 LOT 91 BLK 174,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2650,4371-019-022,"$15,165",,512,TRACT NO 1788 LOTS 92 AND LOT 93 BLK 174,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2651,4371-019-023,"$6,744",,512,TRACT # 1788 LOT 94 BLK 174,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2652,4371-019-024,"$23,249",,512,"TRACT NO 1788 LOTS 95,96,97 AND LOT 98 BLK 174",CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2653,4371-019-034,"$6,048",,512,TR=1788*LOTS 75 AND LOT 76 BLK 174,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2654,4371-019-044,"$5,711",,512,TR=1788 LOT 74 BLK 174,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2655,4371-026-002,"$3,233",,512,"TRACT NO 1033 LOTS 32, 33, 34 AND LOT 35 BLK 4",CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2656,4371-036-010,"$3,974",,512,TRACT # 1033 LOT 33 BLK 8,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2657,4371-040-008,"$2,140",,512,TRACT # 1033 LOT 16 BLK 19,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2661,4378-018-046,"$109,359",Y,536,TRACT NO 31307 CONDOMINIUM UNIT 4,CITY-LOS ANGELES,"2385 ROSCOMARE RD NO A4 LOS ANGELES CA
90077 1818",2385 ROSCOMARE RD NO A4 LOS ANGELES CA 90077,,
2662,4378-018-100,"$96,843",Y,536,TRACT NO 31307 CONDOMINIUM UNIT 58,CITY-LOS ANGELES,"2385 ROSCOMARE RD NO F9 LOS ANGELES CA
90077 1840",2385 ROSCOMARE RD NO F9 LOS ANGELES CA 90077,,
2663,4379-012-014,"$5,264",,536,TRACT # 1033 LOT 15 BLK 61,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2664,4379-012-015,"$5,260",,536,TRACT # 1033 LOT 16 BLK 61,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2665,4379-013-002,"$3,572",,536,TRACT # 1033 LOT 2 BLK 55,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2666,4379-013-011,"$2,502",,536,TRACT # 1033 LOT 11 BLK 55,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2667,4380-012-012,"$21,496",,512,*TR=1033*LOTS 9 THRU LOT 14 BLK 142,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2668,4380-018-007,"$3,721",,512,TRACT NO 1033 LOTS 13 AND LOT 14 BLK 148,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2669,4382-029-110,"$34,778",Y,512,*TR=31315 LOT 12 CONDOMINIUM*UNIT 24,CITY-LOS ANGELES,2518 ALMADEN CT LOS ANGELES CA 90077 2520,2518 ALMADEN CT LOS ANGELES CA 90077,34.1177675,-118.4443742
2670,4383-004-029,"$2,888",Y,512,TRACT NO 4311 LOT 33 BLK 4,CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2671,4384-002-018,"$189,869",Y,512,"LOT COM S 22¢30' W 175 FT FROM MOST S COR OF LOT 53 TR # 13948 TH S 79¢30' E
200 FT TH N 53¢ E 45 FT TH S 10¢30' W 129.11 FT TH N 89¢33' W 209.2 FT TH N
134.59 FT TO BEG PART OF LOT 4 IN SEC 2 T 1S R 15W",CITY-LOS ANGELES,2666 HUTTON DR LOS ANGELES CA 90210 1214,2666 HUTTON DR LOS ANGELES CA 90210,34.1182958,-118.4298029
2672,4386-008-016,"$2,955,929",Y,512,TR=38057 LOT 59,CITY-LOS ANGELES,76 BEVERLY PARK LN LOS ANGELES CA 90210 1573,76 BEVERLY PARK LN LOS ANGELES CA 90210,34.1223224,-118.415456
2673,4386-023-016,"$1,969",,512,"TRACT # 17114 LOT COM AT MOST N COR OF LOT 19 TH S ON W LINE OF SD LOT
212.82 FT TH N 13¢40'50"" E 43.18 FT TH N 30¢24' 08"" E TO NE LINE OF SD LOT TH NW
THEREON 97.7 FT TO BEG PART OF LOT 19",CITY-LOS ANGELES,VACANT LOT,VACANT LOT,,
2674,4392-004-017,"$633,103",Y,512,TR=6415 LOTS 21 AND 23 AND POR OF LOTS 22 AND 24,CITY-LOS ANGELES,9444 SIERRA MAR PL LOS ANGELES CA 90069 1739,9444 SIERRA MAR PL LOS ANGELES CA 90069,34.0959479,-118.3951699
2713,4455-011-024,"$56,486",,537,"LOT COM S 0¢06'35"" E 355 FT FROM NW COR OF LOT 2 IN SEC 4 T 1S R 14W TH S
0¢06' 35"" E 475 FT TH N 86¢50'35"" E 1287.14 FT TH S 74¢55'32"" E 55.48 FT TH N ON A
CURVE CONCAVE TO E (R=250 FT) TO MOST S COR OF LAND DESC IN DOC NO
1907, 7-16-68 TO MARY A. DOME TH W AND FOLLOWING BDRY LINE OF SD LAND TO
MOST S COR OF LAND DESC IN DOC NO 1905, 7-16-68 TO WM C GLASS AND
WILBUR STERLING TH NW AND FOLLOWING BDRY LINE OF SD DOC NO 1905 TO
BEG PART OF LOTS 1 AND 2 IN NE 1/4 OF SEC 4 T1S R 17W",COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
2714,4455-027-010,"$13,161",,537,10 ACS NW 1/4 OF SW 1/4 OF NE 1/4 OF SEC 6 T 1S R 17W,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
2715,4455-043-005,"$19,040",,537,"LOT COM N 0¢00'10"" W 31.2 FT AND S 74¢02'30"" W 386.68 FT AND SW ON A CURVE
CONCAVE TO SE (R=201.52 FT) 183.71 FT AND S 21¢48'39"" W 50 FT AND SW ON A
CURVE CONCAVE TO NW (R=200 FT) 101.06 FT AND S 50¢45'44"" W 87.07 FT AND S
38¢49'14"" E 95 FT FROM E 1/4 COR OF SEC 6 T 1S R 17W TH S 38¢49'14"" E 176.38 FT
TH N 51¢00'24"" E 290 FT TH N 39¢44'58"" W TO SE LINE OF LOT 9 TR NO 24043 TH SW
THEREON TO A PT N 50¢45'44"" E 77.96 FT AND NE ON A CURVE CONCAVE TO NW
(R=293 FT) FROM BEG TH SW ON A CURVE CONCAVE TO NW (R=293 FT) TO A PT N
50¢45'44"" E FROM BEG TH S 50¢45'44"" W 77.96 FT TO BEG PART OF NE 1/4 OF SE 1/4
OF SEC 6 T 1S R 17W",COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
2716,4455-043-009,"$28,020",,537,FOR DESC SEE ASSESSOR'S MAPS POR OF N 1/2 OF SE 1/4 OF SEC 6 T1S R17W,COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
2729,5006-023-027,"$5,647",Y,536,TRACT # 1610 LOT 26,CITY-LOS ANGELES,5431 6TH AVE LOS ANGELES CA 90043 2639,5431 6TH AVE LOS ANGELES CA 90043,33.992847,-118.3237138
